repo_name,full_name,description,language,topics,stargazers_count,forks_count,watchers_count,open_issues_count,size,created_at,updated_at,pushed_at,archived,has_issues,license,html_url,api_url,query_keyword,crawl_time
kaggle-rcic-1st,maciej-sypetkowski/kaggle-rcic-1st,1st Place Solution for Kaggle Recursion Cellular Image Classification Challenge -- https://www.kaggle.com/c/recursion-cellular-image-classification/,Python,,144,38,144,1,25,2019-10-07T16:35:51Z,2025-09-12T20:26:14Z,2019-10-07T16:45:52Z,False,True,MIT,https://github.com/maciej-sypetkowski/kaggle-rcic-1st,https://api.github.com/repos/maciej-sypetkowski/kaggle-rcic-1st,image classification,2026-06-24T11:18:14.871470+00:00
CIFAR10-img-classification-tensorflow,deep-diver/CIFAR10-img-classification-tensorflow,image classification with CIFAR10 dataset w/ Tensorflow,Jupyter Notebook,cifar-10|convolutional-neural-networks|deep-learning|tensorflow,142,112,142,7,982,2018-04-04T06:20:44Z,2026-02-11T13:31:08Z,2022-11-19T13:16:55Z,False,True,unknown,https://github.com/deep-diver/CIFAR10-img-classification-tensorflow,https://api.github.com/repos/deep-diver/CIFAR10-img-classification-tensorflow,image classification,2026-06-24T11:18:14.871470+00:00
sequencer,okojoalg/sequencer,Sequencer: Deep LSTM for Image Classification,Python,,142,24,142,1,341,2022-04-24T16:24:35Z,2026-03-23T08:49:27Z,2022-10-07T15:10:02Z,False,True,Apache-2.0,https://github.com/okojoalg/sequencer,https://api.github.com/repos/okojoalg/sequencer,image classification,2026-06-24T11:18:14.871470+00:00
QC-CNN,christorange/QC-CNN,Quantum-classical hybrid convolutional neural network for classical image classification,Python,convolutional-neural-networks|image-classification|quantum-algorithms|quantum-computing|quantum-machine-learning,142,23,142,1,2389,2022-05-14T19:57:53Z,2026-05-27T17:40:12Z,2023-03-04T21:23:49Z,True,True,MIT,https://github.com/christorange/QC-CNN,https://api.github.com/repos/christorange/QC-CNN,image classification,2026-06-24T11:18:14.871470+00:00
TinyTensor,haobosang/TinyTensor,"TinyTensor is a tool for running already trained NN (Neural Network) models to be able to use them for inference of various tasks such as image classification, semantic segmentation, etc.",C++,cpp|deep-learning|inference-engine|neural-network,142,11,142,6,103394,2023-03-02T02:00:57Z,2026-06-19T23:07:31Z,2023-09-15T07:38:35Z,False,True,MIT,https://github.com/haobosang/TinyTensor,https://api.github.com/repos/haobosang/TinyTensor,image classification,2026-06-24T11:18:14.871470+00:00
pytorch_img_classification_for_competition,spytensor/pytorch_img_classification_for_competition,use pytorch to do image classification,Python,competition|image-classification|pytorch,141,34,141,1,36,2020-05-02T01:43:02Z,2026-02-12T08:35:07Z,2020-06-29T03:39:46Z,False,True,Apache-2.0,https://github.com/spytensor/pytorch_img_classification_for_competition,https://api.github.com/repos/spytensor/pytorch_img_classification_for_competition,image classification,2026-06-24T11:18:14.871470+00:00
CITE,openmedlab/CITE,[MICCAI'23] Text-guided Foundation Model Adaptation for Pathological Image Classification,Unknown,,141,0,141,0,715,2023-06-12T02:34:18Z,2026-03-25T02:32:39Z,2023-12-26T06:14:13Z,False,True,unknown,https://github.com/openmedlab/CITE,https://api.github.com/repos/openmedlab/CITE,image classification,2026-06-24T11:18:14.871470+00:00
pyfishervector,jacobgil/pyfishervector,Python implementation for Image Classification based on GMM dictionaries and fisher vectors.,Python,,140,56,140,7,5,2014-11-15T09:37:09Z,2025-12-05T15:21:20Z,2017-03-25T14:40:45Z,False,True,unknown,https://github.com/jacobgil/pyfishervector,https://api.github.com/repos/jacobgil/pyfishervector,image classification,2026-06-24T11:18:14.871470+00:00
Deep_Learning_in_Python_2018,snrazavi/Deep_Learning_in_Python_2018,"Deep Learning workshop including image classification, face recognition, Object detection, language modelling, image captioning and neural machine translation.",Jupyter Notebook,deep-learning|deep-neural-networks|face-recognition|image-captioning|image-classification|language-model|machine-learning|machine-translation|machine-vision|neural-network|nlp|object-detection|pytorch|text-classification,140,59,140,1,470847,2018-10-16T12:41:38Z,2026-04-23T15:35:36Z,2023-02-06T13:43:02Z,False,True,unknown,https://github.com/snrazavi/Deep_Learning_in_Python_2018,https://api.github.com/repos/snrazavi/Deep_Learning_in_Python_2018,image classification,2026-06-24T11:18:14.871470+00:00
Crop-Classification,bhavesh907/Crop-Classification,crop classification using deep learning on satellite images,Python,agricultural-modelling|agriculture-research|crop-classification|satellite-images,139,43,139,5,4118,2018-10-16T17:50:52Z,2026-06-10T07:59:55Z,2026-05-31T09:41:30Z,False,True,unknown,https://github.com/bhavesh907/Crop-Classification,https://api.github.com/repos/bhavesh907/Crop-Classification,image classification,2026-06-24T11:18:14.871470+00:00
DeepTreeAttention,weecology/DeepTreeAttention,"Implementation of Hang et al. 2020 ""Hyperspectral Image Classification with Attention Aided CNNs"" for tree species prediction ",Python,,136,38,136,13,331339,2020-06-01T14:14:29Z,2026-05-23T06:20:49Z,2026-05-14T17:06:31Z,False,True,MIT,https://github.com/weecology/DeepTreeAttention,https://api.github.com/repos/weecology/DeepTreeAttention,image classification,2026-06-24T11:18:14.871470+00:00
xray,NeelBhowmik/xray,List of datasets and papers in X-ray security images (Computer vision/Machine Learning),Unknown,anomaly|anomaly-detection|artificial-intelligence|classification|cnn|computed-tomography|computer-vision|ct|datasets|deep-learning|gan|machine-learning|object-detection|papers|segmentation|threat-image-projection|tip|x-ray|x-ray-images,136,21,136,0,605,2021-09-21T23:14:09Z,2026-06-19T10:54:17Z,2025-01-02T13:22:47Z,False,True,MIT,https://github.com/NeelBhowmik/xray,https://api.github.com/repos/NeelBhowmik/xray,image classification,2026-06-24T11:18:14.871470+00:00
SRC-MT,liuquande/SRC-MT,[TMI'20] Semi-supervised Medical Image Classification with Relation-driven Self-ensembling Model,Python,,135,19,135,3,1914,2020-05-14T05:20:41Z,2026-05-15T09:08:45Z,2021-02-09T08:45:28Z,False,True,unknown,https://github.com/liuquande/SRC-MT,https://api.github.com/repos/liuquande/SRC-MT,image classification,2026-06-24T11:18:14.871470+00:00
ACMIL,dazhangyu123/ACMIL,Attention-Challenging Multiple Instance Learning for Whole Slide Image Classification (ECCV2024),Python,acmil|bracs|camelyon16|computational-pathology|digital-pathology|histopathology|multiple-instance-learning|pathology-image|weakly-supervised-learning|whole-slide-image,135,12,135,2,70769,2023-11-12T14:07:34Z,2026-06-09T08:50:19Z,2025-04-28T02:23:20Z,False,True,MIT,https://github.com/dazhangyu123/ACMIL,https://api.github.com/repos/dazhangyu123/ACMIL,image classification,2026-06-24T11:18:14.871470+00:00
tf_classification,visipedia/tf_classification,"Training, evaluation and testing code for image classification using TensorFlow",Python,classification|computer-vision|python|tensorflow,134,35,134,9,2793,2017-02-14T16:55:58Z,2025-09-08T11:06:07Z,2019-05-02T21:38:29Z,False,True,MIT,https://github.com/visipedia/tf_classification,https://api.github.com/repos/visipedia/tf_classification,image classification,2026-06-24T11:18:14.871470+00:00
Data-CSHSI,YuxiangZhang-BIT/Data-CSHSI,"Open source datasets for Cross-Scene Hyperspectral Image Classification, continuously updated~",Unknown,cross-domain|domain-adaptation|domain-generalization|hyperspectral-data,134,12,134,4,5414,2022-08-06T03:20:33Z,2026-06-23T07:59:21Z,2022-08-06T04:50:35Z,False,True,MIT,https://github.com/YuxiangZhang-BIT/Data-CSHSI,https://api.github.com/repos/YuxiangZhang-BIT/Data-CSHSI,image classification,2026-06-24T11:18:14.871470+00:00
HSI_SSFTT,zgr6010/HSI_SSFTT,"L. Sun, G. Zhao, Y. Zheng, and Z. Wu. ""Spectral–Spatial Feature Tokenization Transformer for Hyperspectral Image Classification,"" in IEEE TGRS, 2022.",Python,convolutional-neural-networks|deep-learning|hyperspectral-image-classification|remote-sensing|transformer,134,23,134,5,6457,2021-11-20T06:57:23Z,2026-06-08T03:44:13Z,2022-05-15T03:39:36Z,False,True,unknown,https://github.com/zgr6010/HSI_SSFTT,https://api.github.com/repos/zgr6010/HSI_SSFTT,image classification,2026-06-24T11:18:14.871470+00:00
pytorch_classifiers,prakashjayy/pytorch_classifiers,Almost any Image classification problem using pytorch,Python,deep-learning|image-classification|machine-learning|python|pytorch|transfer-learning,132,41,132,7,59,2017-11-30T16:15:17Z,2024-11-12T08:46:24Z,2020-10-01T23:53:20Z,False,True,GPL-3.0,https://github.com/prakashjayy/pytorch_classifiers,https://api.github.com/repos/prakashjayy/pytorch_classifiers,image classification,2026-06-24T11:18:14.871470+00:00
triplet-loss-pytorch,chencodeX/triplet-loss-pytorch,"A generic triplet data loader for image classification problems,and a triplet loss net demo.",Python,dataloader|fine-grained-classification|pytorch|triplet-loss,132,28,132,5,69,2019-10-28T03:36:24Z,2025-11-24T01:48:57Z,2020-08-06T03:11:48Z,False,True,unknown,https://github.com/chencodeX/triplet-loss-pytorch,https://api.github.com/repos/chencodeX/triplet-loss-pytorch,image classification,2026-06-24T11:18:14.871470+00:00
BRAINSTools,BRAINSia/BRAINSTools,A suite of tools for medical image processing focused on brain analysis,C++,brain|c-plus-plus|classification|classifications|cmake|image|namic|processing|registration|segmentation,131,101,131,2,30807,2013-02-19T13:06:31Z,2026-06-22T18:31:14Z,2026-06-22T18:30:59Z,False,True,Apache-2.0,https://github.com/BRAINSia/BRAINSTools,https://api.github.com/repos/BRAINSia/BRAINSTools,image classification,2026-06-24T11:18:14.871470+00:00
CLIP2Point,tyhuang0428/CLIP2Point,[ICCV 2023] CLIP2Point: Transfer CLIP to Point Cloud Classification with Image-Depth Pre-training,Python,,131,9,131,4,442,2022-10-04T01:36:54Z,2026-05-09T05:22:17Z,2024-01-18T12:36:50Z,False,True,unknown,https://github.com/tyhuang0428/CLIP2Point,https://api.github.com/repos/tyhuang0428/CLIP2Point,image classification,2026-06-24T11:18:14.871470+00:00
Skin_Disease_AI,NadavIs56/Skin_Disease_AI,"A Python-based computer vision and AI system for skin disease recognition and diagnosis. Led end-to-end project pipeline, including data gathering, preprocessing, and training models. Utilized Keras, TensorFlow, OpenCV, and other libraries for image processing and CNN models, showcasing expertise in deep learning and machine learning techniques.",PureBasic,artificial-intelligence|classification|computer-vision|data-augmentation|deep-learning|healthcare-ai|image-processing|keras|machine-learning|matplotlib|model|numpy|opencv|prediction|python|seaborn|skin-disease-detection|streamlit|tensorflow|xception,131,30,131,2,4613,2023-03-29T10:09:48Z,2026-06-10T13:49:42Z,2024-04-08T10:37:07Z,False,True,unknown,https://github.com/NadavIs56/Skin_Disease_AI,https://api.github.com/repos/NadavIs56/Skin_Disease_AI,image classification,2026-06-24T11:18:14.871470+00:00
Image-classification-transfer-learning,wisdal/Image-classification-transfer-learning,Categorizing food and grocery products using Transfer Learning from Inception V3,Python,,130,84,130,4,54,2017-10-27T07:10:51Z,2026-04-08T16:42:54Z,2019-03-28T09:26:47Z,False,True,Apache-2.0,https://github.com/wisdal/Image-classification-transfer-learning,https://api.github.com/repos/wisdal/Image-classification-transfer-learning,image classification,2026-06-24T11:18:14.871470+00:00
Image-classification-and-target-detection-by-pytorch,OuYaMing/Image-classification-and-target-detection-by-pytorch,pytorch入门项目，包括线性回归、垃圾分类、水果目标检测、ssd,Python,,130,22,130,2,142499,2020-06-17T05:10:51Z,2026-05-30T16:03:12Z,2020-06-17T08:54:14Z,False,True,unknown,https://github.com/OuYaMing/Image-classification-and-target-detection-by-pytorch,https://api.github.com/repos/OuYaMing/Image-classification-and-target-detection-by-pytorch,image classification,2026-06-24T11:18:14.871470+00:00
Image-Blur-Detection,priyabagaria/Image-Blur-Detection,Classification of Blurred and Non-Blurred Images ,Python,image-processing,129,28,129,1,25,2018-06-24T07:08:56Z,2026-04-19T01:56:53Z,2021-12-08T07:21:38Z,False,True,GPL-3.0,https://github.com/priyabagaria/Image-Blur-Detection,https://api.github.com/repos/priyabagaria/Image-Blur-Detection,image classification,2026-06-24T11:18:14.871470+00:00
PyTorch-Image-Models-Multi-Label-Classification,yang-ruixin/PyTorch-Image-Models-Multi-Label-Classification,Multi-label classification based on timm.,Jupyter Notebook,densenet|efficientnet|gradient-centralization|hrnet|imagenet-classifier|mixnet|mnasnet|mobilenetv3|multi-label|multi-label-classification|multi-task|multi-task-learning|pretrained-models|pretrained-weights|pytorch|regnet|resnet|timm|transfer-learning|vision-transformer-models,129,11,129,0,14448,2021-03-19T15:14:51Z,2026-05-13T15:43:48Z,2021-09-13T01:10:59Z,False,True,Apache-2.0,https://github.com/yang-ruixin/PyTorch-Image-Models-Multi-Label-Classification,https://api.github.com/repos/yang-ruixin/PyTorch-Image-Models-Multi-Label-Classification,image classification,2026-06-24T11:18:14.871470+00:00
Blur-and-Clear-Classification,aditya9211/Blur-and-Clear-Classification,Classifying the Blur and Clear Images,Python,ann|artificial-neural-networks|backpropagation|blur-detection|blurred-images|classification-algorithm|clear-images|computer-vision|grayscale-images|image-classification|image-processing|laplace-smoothing|machine-learning|median-filter|neural-nets|neural-network|neural-networks|python|softmax-layer|stochastic-gradient-descent,128,24,128,6,54,2017-07-11T17:13:18Z,2025-10-30T11:53:41Z,2023-10-03T21:33:54Z,False,True,unknown,https://github.com/aditya9211/Blur-and-Clear-Classification,https://api.github.com/repos/aditya9211/Blur-and-Clear-Classification,image classification,2026-06-24T11:18:14.871470+00:00
Remote-Sensing-Image-Classification,skrisliu/Remote-Sensing-Image-Classification,Remote sensing image classification based on deep learning,Python,,127,36,127,0,74,2019-06-03T11:18:09Z,2026-03-23T05:21:42Z,2024-11-04T21:29:50Z,False,True,MIT,https://github.com/skrisliu/Remote-Sensing-Image-Classification,https://api.github.com/repos/skrisliu/Remote-Sensing-Image-Classification,image classification,2026-06-24T11:18:14.871470+00:00
lightweight-temporal-attention-pytorch,VSainteuf/lightweight-temporal-attention-pytorch,A PyTorch implementation of the Light Temporal Attention Encoder (L-TAE) for satellite image time series. classification,Python,classification|deep-learning|deep-neural-networks|deeplearning|machine-learning|pytorch|remote-sensing|satellite|satellite-data|satellite-imagery|self-attention|time-series|time-series-classification,127,25,127,1,957,2020-07-01T12:29:23Z,2026-05-29T07:53:25Z,2020-07-03T18:16:39Z,False,True,MIT,https://github.com/VSainteuf/lightweight-temporal-attention-pytorch,https://api.github.com/repos/VSainteuf/lightweight-temporal-attention-pytorch,image classification,2026-06-24T11:18:14.871470+00:00
TFClassify-Unity-Barracuda,Syn-McJ/TFClassify-Unity-Barracuda,An example of using Tensorflow and ONNX models with Unity Barracuda inference engine for image classification and object detection.,C#,barracuda|deep-learning|image-classification|object-detection|object-recognition|onnx|tensorflow|unity,127,32,127,2,150659,2020-02-01T14:32:59Z,2026-06-20T06:28:28Z,2020-02-02T14:34:06Z,False,True,MIT,https://github.com/Syn-McJ/TFClassify-Unity-Barracuda,https://api.github.com/repos/Syn-McJ/TFClassify-Unity-Barracuda,image classification,2026-06-24T11:18:14.871470+00:00
SSTN,zilongzhong/SSTN,"PyTorch Implementation of SSTNs for hyperspectral image classifications from the IEEE T-GRS paper ""Spectral-Spatial Transformer Network for Hyperspectral Image Classification: A FAS Framework.""",Python,,126,22,126,10,113483,2021-09-29T00:44:17Z,2026-05-28T15:07:23Z,2021-12-26T07:12:30Z,False,True,unknown,https://github.com/zilongzhong/SSTN,https://api.github.com/repos/zilongzhong/SSTN,image classification,2026-06-24T11:18:14.871470+00:00
ml-deployment-k8s-tfserving,deep-diver/ml-deployment-k8s-tfserving,"This project shows how to serve an TF based image classification model as a web service with TFServing, Docker, and Kubernetes(GKE).",Jupyter Notebook,,126,13,126,0,234,2022-05-17T05:20:00Z,2026-03-07T10:22:47Z,2022-07-29T19:31:58Z,False,True,Apache-2.0,https://github.com/deep-diver/ml-deployment-k8s-tfserving,https://api.github.com/repos/deep-diver/ml-deployment-k8s-tfserving,image classification,2026-06-24T11:18:14.871470+00:00
imageclassification,IbrahimSobh/imageclassification,"Deep Learning: Image classification, feature visualization and transfer learning with Keras",Jupyter Notebook,deep-learning|feature-extraction|image-classification|pretrained-network|search-engine|transfer-learning|tsne,125,33,125,0,6601,2020-05-10T16:17:00Z,2026-02-28T04:51:43Z,2020-05-23T22:22:29Z,False,True,MIT,https://github.com/IbrahimSobh/imageclassification,https://api.github.com/repos/IbrahimSobh/imageclassification,image classification,2026-06-24T11:18:14.871470+00:00
annotate-lab,sumn2u/annotate-lab,"Annotate-lab is an open-source image annotation tool for efficient dataset creation. With an intuitive interface and flexible export options, it streamlines your machine learning workflow. 🖼️✏️📑",JavaScript,annotation-tool|classification|collaborate|computer-vision|image-annotation|image-labeling|image-masking|image-segmentation|machine-learning|python|react|segmentation,125,28,125,6,32202,2024-05-25T21:07:07Z,2026-06-09T15:19:10Z,2026-06-10T01:32:46Z,False,True,MIT,https://github.com/sumn2u/annotate-lab,https://api.github.com/repos/sumn2u/annotate-lab,image classification,2026-06-24T11:18:14.871470+00:00
R-Deep-Learning,dlab-berkeley/R-Deep-Learning,"Workshop (6 hours): Deep learning in R using Keras. Building & training deep nets, image classification, transfer learning, text analysis, visualization",R,biomedical|cloudml|deep-learning|keras|nlp|tensorflow,124,37,124,0,67395,2018-11-27T04:10:28Z,2026-06-02T21:47:55Z,2026-06-02T21:47:51Z,False,True,unknown,https://github.com/dlab-berkeley/R-Deep-Learning,https://api.github.com/repos/dlab-berkeley/R-Deep-Learning,image classification,2026-06-24T11:18:14.871470+00:00
transfer,matthew-sochor-zz/transfer,Transfer learning for deep image classification,Python,,123,24,123,9,85,2017-10-22T12:08:05Z,2026-02-24T12:38:22Z,2022-12-15T07:25:56Z,False,True,MIT,https://github.com/matthew-sochor-zz/transfer,https://api.github.com/repos/matthew-sochor-zz/transfer,image classification,2026-06-24T11:18:14.871470+00:00
Image_Classify_WebGUI_CIFAR10,bytesc/Image_Classify_WebGUI_CIFAR10,✨基于卷积神经网络(CNN)和CIFAR10数据集的图像智能分类 Web 应用 Intelligent Image Classification Web Applcation based on Convolutional Neural Networks and the CIFAR10 Dataset✨🚩 (with README in English) 📌含在线demo：图像分类可视化界面，快速部署深度学习模型为网页应用，Web预测系统，决策支持系统(DSS)，图像分类前端网页，图像分类Demo展示-Pywebio。AI人工智能图像分类-Pytorch。CIFAR10数据集，小模型。100%纯Python代码，轻量化，易复现 ,Python,cifar|decision-support-system|dss|image-classification|ocr|python|pytorch|pywebio|web-prediction-system|webapp,123,11,123,0,5531,2023-04-27T02:09:10Z,2026-06-20T08:37:52Z,2024-09-18T05:17:18Z,False,True,MIT,https://github.com/bytesc/Image_Classify_WebGUI_CIFAR10,https://api.github.com/repos/bytesc/Image_Classify_WebGUI_CIFAR10,image classification,2026-06-24T11:18:14.871470+00:00
AIDeveloper,maikherbig/AIDeveloper,"GUI-based software for training, evaluating and applying deep neural nets for image classification",Python,artificial-intelligence|computer-vision|deep-learning|deep-neural-networks|graphical-user-interface|image-classification|image-processing|software,121,21,121,9,205569,2019-09-17T11:32:14Z,2026-04-06T15:29:36Z,2024-02-14T09:31:56Z,False,True,BSD-2-Clause,https://github.com/maikherbig/AIDeveloper,https://api.github.com/repos/maikherbig/AIDeveloper,image classification,2026-06-24T11:18:14.871470+00:00
noisy_label,Cysu/noisy_label,"Code for the CVPR15 paper ""Learning from Massive Noisy Labeled Data for Image Classification""",Python,,120,31,120,6,600,2015-10-06T02:57:15Z,2026-04-16T10:57:48Z,2019-02-06T19:35:01Z,False,True,unknown,https://github.com/Cysu/noisy_label,https://api.github.com/repos/Cysu/noisy_label,image classification,2026-06-24T11:18:14.871470+00:00
example-esp32-cam,edgeimpulse/example-esp32-cam,Builds and runs an exported image classification impulse on ESP32 Cam,Unknown,,119,36,119,9,7288,2021-04-16T13:02:56Z,2026-05-24T08:52:31Z,2025-02-10T09:52:33Z,False,True,BSD-3-Clause-Clear,https://github.com/edgeimpulse/example-esp32-cam,https://api.github.com/repos/edgeimpulse/example-esp32-cam,image classification,2026-06-24T11:18:14.871470+00:00
imagenet-testbed,modestyachts/imagenet-testbed,"ImageNet Testbed, associated with the paper ""Measuring Robustness to Natural Distribution Shifts in Image Classification.""",Python,,119,7,119,2,62433,2020-07-08T00:35:21Z,2025-05-15T08:01:28Z,2023-08-05T22:10:12Z,False,True,MIT,https://github.com/modestyachts/imagenet-testbed,https://api.github.com/repos/modestyachts/imagenet-testbed,image classification,2026-06-24T11:18:14.871470+00:00
simple-cnaps,peymanbateni/simple-cnaps,"Source codes for ""Improved Few-Shot Visual Classification"" (CVPR 2020), ""Enhancing Few-Shot Image Classification with Unlabelled Examples"" (WACV 2022), and ""Beyond Simple Meta-Learning: Multi-Purpose Models for Multi-Domain, Active and Continual Few-Shot Learning"" (SSRN Electronic Journal)",Python,conditional-neural-process|deep-learning|few-shot-classifcation|few-shot-learning|few-shot-recognition|meta-dataset|meta-learning|metric-learning|mini-imagenet|tiered-imagenet,119,25,119,4,488997,2019-11-19T18:43:39Z,2026-03-24T03:59:08Z,2023-03-25T01:50:27Z,False,True,MIT,https://github.com/peymanbateni/simple-cnaps,https://api.github.com/repos/peymanbateni/simple-cnaps,image classification,2026-06-24T11:18:14.871470+00:00
detectron2,facebookresearch/detectron2,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",Python,,34570,7945,34570,588,6877,2019-09-05T21:30:20Z,2026-06-24T10:12:07Z,2026-06-07T04:31:54Z,False,True,Apache-2.0,https://github.com/facebookresearch/detectron2,https://api.github.com/repos/facebookresearch/detectron2,object detection,2026-06-24T11:18:14.871470+00:00
frigate,blakeblackshear/frigate,NVR with realtime local object detection for IP cameras,TypeScript,ai|camera|google-coral|home-assistant|home-automation|homeautomation|mqtt|nvr|object-detection|realtime|rtsp|tensorflow,33928,3300,33928,138,124105,2019-01-26T13:52:38Z,2026-06-24T09:50:22Z,2026-06-23T21:47:40Z,False,True,MIT,https://github.com/blakeblackshear/frigate,https://api.github.com/repos/blakeblackshear/frigate,object detection,2026-06-24T11:18:14.871470+00:00
Detectron,facebookresearch/Detectron,"FAIR's research platform for object detection research, implementing popular algorithms like Mask R-CNN and RetinaNet.",Python,,26372,5386,26372,331,4525,2017-10-05T17:32:00Z,2026-06-23T19:04:23Z,2023-11-20T09:13:34Z,True,True,Apache-2.0,https://github.com/facebookresearch/Detectron,https://api.github.com/repos/facebookresearch/Detectron,object detection,2026-06-24T11:18:14.871470+00:00
Mask_RCNN,matterport/Mask_RCNN,Mask R-CNN for object detection and instance segmentation on Keras and TensorFlow,Python,instance-segmentation|keras|mask-rcnn|object-detection|tensorflow,25564,11638,25564,2021,122597,2017-10-19T20:28:34Z,2026-06-24T01:40:05Z,2024-06-07T02:36:21Z,False,True,NOASSERTION,https://github.com/matterport/Mask_RCNN,https://api.github.com/repos/matterport/Mask_RCNN,object detection,2026-06-24T11:18:14.871470+00:00
detr,facebookresearch/detr,End-to-End Object Detection with Transformers,Python,,15316,2664,15316,255,13185,2020-05-26T23:54:52Z,2026-06-24T07:16:25Z,2024-03-12T15:58:25Z,True,True,Apache-2.0,https://github.com/facebookresearch/detr,https://api.github.com/repos/facebookresearch/detr,object detection,2026-06-24T11:18:14.871470+00:00
PaddleDetection,PaddlePaddle/PaddleDetection,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object tracking and real-time multi-person keypoint detection.",Python,blazeface|deepsort|detr|face-detection|fairmot|faster-rcnn|fcos|human-activity-recognition|human-pose-estimation|instance-segmentation|mask-rcnn|multi-object-tracking|object-detection|picodet|pp-yolo|rt-detr|yolov3|yolov5|yolov7|yolox,14266,3019,14266,938,432832,2019-10-25T07:21:14Z,2026-06-24T06:35:14Z,2026-05-28T07:28:31Z,False,True,Apache-2.0,https://github.com/PaddlePaddle/PaddleDetection,https://api.github.com/repos/PaddlePaddle/PaddleDetection,object detection,2026-06-24T11:18:14.871470+00:00
deep_learning_object_detection,hoya012/deep_learning_object_detection,A paper list of object detection using deep learning.,Python,deep-learning|deep-neural-networks|deeplearning|object-detection|objectdetection,11390,2754,11390,5,785,2018-09-18T01:37:58Z,2026-06-22T13:56:08Z,2024-02-12T09:30:31Z,False,True,unknown,https://github.com/hoya012/deep_learning_object_detection,https://api.github.com/repos/hoya012/deep_learning_object_detection,object detection,2026-06-24T11:18:14.871470+00:00
yolov10,THU-MIG/yolov10,YOLOv10: Real-Time End-to-End Object Detection [NeurIPS 2024] ,Python,,11318,1183,11318,289,11374,2024-05-23T09:15:07Z,2026-06-24T03:58:42Z,2025-03-14T02:53:58Z,False,True,AGPL-3.0,https://github.com/THU-MIG/yolov10,https://api.github.com/repos/THU-MIG/yolov10,object detection,2026-06-24T11:18:14.871470+00:00
GroundingDINO,IDEA-Research/GroundingDINO,"[ECCV 2024] Official implementation of the paper ""Grounding DINO: Marrying DINO with Grounded Pre-Training for Open-Set Object Detection""",Python,object-detection|open-world|open-world-detection|vision-language|vision-language-transformer,10296,1047,10296,317,13120,2023-03-09T06:14:41Z,2026-06-24T10:20:04Z,2024-08-12T08:52:02Z,False,True,Apache-2.0,https://github.com/IDEA-Research/GroundingDINO,https://api.github.com/repos/IDEA-Research/GroundingDINO,object detection,2026-06-24T11:18:14.871470+00:00
U-2-Net,xuebinqin/U-2-Net,"The code for our newly accepted paper in Pattern Recognition 2020: ""U^2-Net: Going Deeper with Nested U-Structure for Salient Object Detection.""",Python,computer-vision|deep-learning|image-background-removal|image-processing|image-segmentation|u-2-net|u2net,9774,1614,9774,248,68541,2020-05-04T17:10:28Z,2026-06-24T09:24:53Z,2024-06-26T04:16:45Z,False,True,Apache-2.0,https://github.com/xuebinqin/U-2-Net,https://api.github.com/repos/xuebinqin/U-2-Net,object detection,2026-06-24T11:18:14.871470+00:00
maskrcnn-benchmark,facebookresearch/maskrcnn-benchmark,"Fast, modular reference implementation of Instance Segmentation and Object Detection algorithms in PyTorch.",Python,,9370,2465,9370,530,6842,2018-10-24T17:34:50Z,2026-06-23T23:36:14Z,2023-02-16T04:01:32Z,True,True,MIT,https://github.com/facebookresearch/maskrcnn-benchmark,https://api.github.com/repos/facebookresearch/maskrcnn-benchmark,object detection,2026-06-24T11:18:14.871470+00:00
rf-detr,roboflow/rf-detr,"RF-DETR is a real-time object detection and segmentation model architecture developed by Roboflow, SOTA on COCO, designed for fine-tuning. [ICLR 2026] ",Python,computer-vision|detr|instance-segmentation|machine-learning|object-detection|rf-detr|sota,8171,1033,8171,98,28752,2025-03-19T20:43:00Z,2026-06-24T11:00:36Z,2026-06-24T06:14:13Z,False,True,Apache-2.0,https://github.com/roboflow/rf-detr,https://api.github.com/repos/roboflow/rf-detr,object detection,2026-06-24T11:18:14.871470+00:00
CenterNet,xingyizhou/CenterNet,"Object detection, 3D detection, and pose estimation using center point detection: ",Python,,7565,1935,7565,456,6412,2019-04-16T18:39:13Z,2026-06-21T22:14:27Z,2023-03-02T14:23:04Z,False,True,MIT,https://github.com/xingyizhou/CenterNet,https://api.github.com/repos/xingyizhou/CenterNet,object detection,2026-06-24T11:18:14.871470+00:00
awesome-object-detection,amusi/awesome-object-detection,Awesome Object Detection based on handong1587 github: https://handong1587.github.io/deep_learning/2015/10/09/object-detection.html,Unknown,computer-vision|deep-learning|detection|object-detection|object-localisation,7498,1919,7498,7,79,2018-04-06T15:58:50Z,2026-06-22T13:54:56Z,2022-12-17T04:28:58Z,False,True,unknown,https://github.com/amusi/awesome-object-detection,https://api.github.com/repos/amusi/awesome-object-detection,object detection,2026-06-24T11:18:14.871470+00:00
ByteTrack,FoundationVision/ByteTrack,[ECCV 2022] ByteTrack: Multi-Object Tracking by Associating Every Detection Box,Python,deployment|multi-object-tracking|pytorch|real-time,6498,1122,6498,331,81445,2021-08-27T10:47:57Z,2026-06-24T09:09:14Z,2024-06-19T11:45:05Z,False,True,MIT,https://github.com/FoundationVision/ByteTrack,https://api.github.com/repos/FoundationVision/ByteTrack,object detection,2026-06-24T11:18:14.871470+00:00
